Type,Bond_Head_Temperature,Heater_Block_Temperature,Bonding_Speed,Bonding_Force,Capillary_Wear,Wirebond_Failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Force_Speed_Ratio,Stress_Index,Wear_Temp_Interaction,Machine,Predicted_Risk,Risk_Level,OEE,Timestamp
0,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,9.800000000000011,0.0422018348623853,72201.6,852.600000000001,WBO001,0.29,LOW,30.956,2025-06-23 17:24:17.996559
1,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,9.800000000000011,0.0343108504398827,63835.2,872.200000000001,WBO002,0.2966666666666667,LOW,31.978222222222225,2025-06-23 18:24:17.996559
2,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,9.800000000000011,0.0221878862793572,58086.2,901.600000000001,WBO003,0.30666666666666664,MEDIUM,37.39377777777778,2025-06-23 19:24:17.996559
2,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,9.800000000000011,0.0295081967213114,63244.8,950.600000000001,WBO003,0.3233333333333333,MEDIUM,33.02133333333334,2025-06-23 20:24:17.996559
1,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,9.800000000000011,0.0365384615384615,66788.8,999.6000000000012,WBO002,0.34,MEDIUM,29.744,2025-06-23 21:24:17.996559
0,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,9.800000000000011,0.0355463347164591,74324.4,1029.0000000000011,WBO001,0.35,MEDIUM,31.330000000000002,2025-06-23 22:24:17.996559
0,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,9.699999999999989,0.0353591160220994,74137.6,1037.8999999999987,WBO001,0.3566666666666667,MEDIUM,31.051555555555556,2025-06-23 23:24:17.996559
0,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,9.699999999999989,0.0349388928828181,67602.6,1057.2999999999988,WBO001,0.36333333333333334,MEDIUM,29.520111111111113,2025-06-24 00:24:17.996559
0,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,9.800000000000011,0.0313995649021029,59710.7,1087.800000000001,WBO001,0.37,MEDIUM,28.959000000000003,2025-06-24 01:24:17.996559
1,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,9.699999999999989,0.0333807829181494,65894.5,1096.0999999999988,WBO002,0.37666666666666665,MEDIUM,29.192777777777774,2025-06-24 02:24:17.996559
0,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,9.699999999999989,0.0209361163820366,52331.100000000006,1125.199999999999,WBO001,0.38666666666666666,MEDIUM,32.32266666666666,2025-06-24 03:24:17.996559
0,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,9.700000000000044,0.0267326732673267,61357.5,1144.6000000000054,WBO001,0.3933333333333333,MEDIUM,30.636666666666667,2025-06-24 04:24:17.996559
0,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,9.700000000000044,0.0237885462555066,60064.2,1164.0000000000057,WBO001,0.4,MEDIUM,31.779999999999998,2025-06-24 05:24:17.996559
0,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,9.600000000000025,0.0396565183450429,65074.8,1171.2000000000028,WBO001,0.4066666666666667,MEDIUM,25.33533333333333,2025-06-24 06:24:17.996559
2,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,9.699999999999989,0.0191906805640711,51050.3,1202.7999999999986,WBO003,0.41333333333333333,MEDIUM,31.895111111111106,2025-06-24 07:24:17.996559
1,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,9.700000000000044,0.0557404326123128,80534.0,1251.300000000006,WBO002,0.43,MEDIUM,22.838,2025-06-24 08:24:17.996559
0,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,9.700000000000044,0.0406009244992295,68404.6,1280.400000000006,WBO001,0.44,MEDIUM,24.229333333333333,2025-06-24 09:24:17.996559
0,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,9.700000000000044,0.0190446650124069,49488.4,1299.800000000006,WBO001,0.44666666666666666,MEDIUM,29.732444444444443,2025-06-24 10:24:17.996559
0,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,9.700000000000044,0.0144819690898683,44199.1,1319.2000000000062,WBO001,0.4533333333333333,MEDIUM,31.834222222222223,2025-06-24 11:24:17.996559
0,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,9.600000000000025,0.0335862068965517,70615.0,1324.8000000000031,WBO001,0.46,MEDIUM,26.1,2025-06-24 12:24:17.996559
0,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,9.699999999999989,0.0320675105485232,64843.2,1357.9999999999984,WBO001,0.4666666666666667,MEDIUM,25.279999999999998,2025-06-24 13:24:17.996559
1,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,9.599999999999966,0.0334038054968287,67260.59999999999,1363.1999999999953,WBO002,0.47333333333333333,MEDIUM,24.91133333333333,2025-06-24 14:24:17.996559
1,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,9.599999999999966,0.0187997550520514,50133.1,1391.999999999995,WBO002,0.48333333333333334,MEDIUM,28.12388888888889,2025-06-24 15:24:17.996559
0,298.0,307.7,1442,43.6,148,0,0,0,0,0,0,9.699999999999989,0.0302357836338418,62871.2,1435.5999999999983,WBO001,0.49333333333333335,MEDIUM,24.353777777777776,2025-06-24 16:24:17.996559
2,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,9.600000000000025,0.0322535211267605,65035.99999999999,1440.0000000000034,WBO003,0.5,MEDIUM,23.666666666666668,2025-06-24 17:24:17.996559
1,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,9.600000000000025,0.0449654112221368,76108.5,1488.0000000000036,WBO002,0.5166666666666667,MEDIUM,20.96055555555555,2025-06-24 18:24:17.996559
0,298.0,307.6,1385,45.0,158,0,0,0,0,0,0,9.600000000000025,0.0324909747292418,62325.0,1516.8000000000036,WBO001,0.5266666666666666,MEDIUM,21.852222222222224,2025-06-24 19:24:17.996559
1,298.0,307.7,1487,41.3,160,0,0,0,0,0,0,9.699999999999989,0.0277740416946872,61413.1,1551.9999999999982,WBO002,0.5333333333333333,MEDIUM,23.13111111111111,2025-06-24 20:24:17.996559
1,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,9.600000000000025,0.0304318026045236,64779.6,1564.8000000000038,WBO002,0.5433333333333333,MEDIUM,22.209222222222223,2025-06-24 21:24:17.996559
1,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,9.5,0.0328046142754145,63108.5,1577.0,WBO002,0.5533333333333333,MEDIUM,20.65088888888889,2025-06-24 22:24:17.996559
0,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,9.599999999999966,0.0265452179570592,62709.6,1622.3999999999942,WBO001,0.5633333333333334,MEDIUM,22.371888888888886,2025-06-24 23:24:17.996559
0,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,9.5,0.0286381842456608,64264.2,1624.5,WBO001,0.57,MEDIUM,21.471333333333337,2025-06-25 00:24:17.996559
1,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,9.600000000000025,0.0195121951219512,49888.8,1660.8000000000038,WBO002,0.5766666666666667,MEDIUM,22.563666666666666,2025-06-25 01:24:17.996559
2,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,9.599999999999966,0.0276056338028169,55664.00000000001,1689.599999999994,WBO003,0.5866666666666667,MEDIUM,19.564444444444444,2025-06-25 02:24:17.996559
0,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,9.699999999999989,0.0131092436974789,41769.0,1755.699999999998,WBO001,0.6033333333333334,MEDIUM,23.601666666666663,2025-06-25 03:24:17.996559
0,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,9.600000000000025,0.0338018271257905,68446.3,1756.8000000000045,WBO001,0.61,MEDIUM,18.499000000000002,2025-06-25 04:24:17.996559
1,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,9.600000000000025,0.0231206569804169,57937.8,1776.000000000004,WBO002,0.6166666666666667,MEDIUM,20.227222222222217,2025-06-25 05:24:17.996559
0,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,9.600000000000025,0.033890909090909,64075.0,1804.8000000000045,WBO001,0.6266666666666667,MEDIUM,17.111111111111107,2025-06-25 06:24:17.996559
1,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,9.699999999999989,0.0290498974709501,62177.5,1842.9999999999975,WBO002,0.6333333333333333,MEDIUM,17.881111111111114,2025-06-25 07:24:17.996559
1,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,9.699999999999989,0.0321454027084818,63275.3,1872.0999999999976,WBO002,0.6433333333333333,MEDIUM,16.680111111111113,2025-06-25 08:24:17.996559
0,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,9.699999999999989,0.032460372157133,68342.1,1901.1999999999975,WBO001,0.6533333333333333,MEDIUM,16.767111111111113,2025-06-25 09:24:17.996559
1,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,9.600000000000025,0.0269774011299435,54091.2,1900.8000000000045,WBO002,0.66,MEDIUM,0.0,2025-06-25 10:24:17.996559
0,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,9.800000000000011,0.024700956937799,69053.59999999999,0.0,WBO001,0.0,LOW,55.733333333333334,2025-06-25 11:24:17.996559
2,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,9.699999999999989,0.0188149053145998,50419.6,19.399999999999977,WBO003,0.006666666666666667,LOW,54.20288888888888,2025-06-25 12:24:17.996559
0,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,9.600000000000025,0.0245454545454545,58211.99999999999,67.20000000000016,WBO001,0.023333333333333334,LOW,50.135555555555555,2025-06-25 13:24:17.996559
0,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,9.700000000000044,0.0415168100078186,67914.90000000001,87.30000000000041,WBO001,0.03,LOW,41.35433333333333,2025-06-25 14:24:17.996559
0,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,9.800000000000011,0.0217581047381546,55979.6,107.80000000000013,WBO001,0.03666666666666667,LOW,51.50622222222222,2025-06-25 15:24:17.996559
0,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,9.699999999999989,0.016384522370012,44823.4,126.09999999999984,WBO001,0.043333333333333335,LOW,52.74422222222223,2025-06-25 16:24:17.996559
1,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,9.699999999999989,0.0239769820971867,58650.0,145.49999999999983,WBO002,0.05,LOW,49.526666666666664,2025-06-25 17:24:17.996559
0,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,9.699999999999989,0.032736044107512,68922.5,174.5999999999998,WBO001,0.06,LOW,45.464666666666666,2025-06-25 18:24:17.996559
0,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,9.800000000000011,0.0252659574468085,57152.0,196.00000000000023,WBO001,0.06666666666666667,LOW,46.791111111111114,2025-06-25 19:24:17.996559
1,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,9.800000000000011,0.0365677045619116,69740.5,215.60000000000025,WBO002,0.07333333333333333,LOW,42.657555555555554,2025-06-25 20:24:17.996559
0,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,9.799999999999956,0.02202304737516,53732.8,244.9999999999989,WBO001,0.08333333333333333,LOW,47.72777777777778,2025-06-25 21:24:17.996559
0,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,9.800000000000011,0.0136388735505245,44731.7,264.6000000000003,WBO001,0.09,LOW,54.93366666666667,2025-06-25 22:24:17.996559
1,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,9.699999999999989,0.0167152009318578,49277.9,281.29999999999967,WBO002,0.09666666666666666,LOW,51.70077777777779,2025-06-25 23:24:17.996559
0,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,9.699999999999989,0.047339593114241,77319.0,310.39999999999964,WBO001,0.10666666666666667,LOW,38.056,2025-06-26 00:24:17.996559
0,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,9.800000000000011,0.0186881188118811,48803.2,333.2000000000004,WBO001,0.11333333333333333,LOW,47.76177777777777,2025-06-26 01:24:17.996559
0,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,9.799999999999956,0.0332140300644237,64820.8,352.7999999999984,WBO001,0.12,LOW,40.97866666666667,2025-06-26 02:24:17.996559
0,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,9.799999999999956,0.0288888888888888,63706.5,372.3999999999983,WBO001,0.12666666666666668,LOW,43.23,2025-06-26 03:24:17.996559
0,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,9.799999999999956,0.0455725190839694,78207.0,391.9999999999982,WBO001,0.13333333333333333,LOW,37.84444444444444,2025-06-26 04:24:17.996559
0,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,9.699999999999989,0.0509607993850883,86256.3,407.3999999999995,WBO001,0.14,LOW,0.0,2025-06-26 05:24:17.996559
0,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,9.800000000000011,0.0301783264746227,64152.0,431.2000000000005,WBO001,0.14666666666666667,LOW,41.471999999999994,2025-06-26 06:24:17.996559
0,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,9.800000000000011,0.028658125421443,63027.5,450.8000000000005,WBO001,0.15333333333333332,LOW,41.85355555555555,2025-06-26 07:24:17.996559
0,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,9.800000000000011,0.0337454545454545,63800.0,470.40000000000055,WBO001,0.16,LOW,38.49999999999999,2025-06-26 08:24:17.996559
1,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,9.800000000000011,0.0162650602409638,44820.0,490.00000000000057,WBO002,0.16666666666666666,LOW,46.111111111111114,2025-06-26 09:24:17.996559
2,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,9.699999999999989,0.0213461538461538,51947.99999999999,514.0999999999995,WBO003,0.17666666666666667,LOW,42.81333333333334,2025-06-26 10:24:17.996559
0,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,9.800000000000011,0.0285135135135135,62456.00000000001,568.4000000000007,WBO001,0.19333333333333333,LOW,39.79555555555556,2025-06-26 11:24:17.996559
0,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,9.699999999999989,0.0341587764020393,64393.7,581.9999999999993,WBO001,0.2,LOW,36.61333333333334,2025-06-26 12:24:17.996559
0,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,9.800000000000011,0.0375346260387811,78264.8,607.6000000000007,WBO001,0.20666666666666667,LOW,38.18577777777778,2025-06-26 13:24:17.996559
1,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,9.900000000000034,0.0143437862950058,42533.4,633.6000000000022,WBO002,0.21333333333333335,LOW,45.15466666666666,2025-06-26 14:24:17.996559
0,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,9.800000000000011,0.0271613342409802,58613.1,656.6000000000008,WBO001,0.22333333333333333,LOW,38.03077777777777,2025-06-26 15:24:17.996559
1,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,9.800000000000011,0.0388970588235294,71944.0,676.2000000000007,WBO002,0.23,LOW,34.906666666666666,2025-06-26 16:24:17.996559
0,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,9.699999999999989,0.0147428571428571,45150.0,698.3999999999992,WBO001,0.24,LOW,44.333333333333336,2025-06-26 17:24:17.996559
1,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,9.600000000000025,0.0345441067457375,62863.4,710.4000000000017,WBO002,0.24666666666666667,LOW,33.87488888888889,2025-06-26 18:24:17.996559
0,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,9.800000000000011,0.0211031175059952,58713.600000000006,754.6000000000008,WBO001,0.25666666666666665,LOW,41.32933333333334,2025-06-26 19:24:17.996559
0,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,9.700000000000044,0.0353571428571428,69300.0,766.3000000000036,WBO001,0.2633333333333333,LOW,34.37777777777778,2025-06-26 20:24:17.996559
0,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,9.800000000000011,0.047182569496619,83586.8,793.8000000000009,WBO001,0.27,LOW,32.38766666666667,2025-06-26 21:24:17.996559
0,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,9.699999999999989,0.0292243767313019,60936.8,805.099999999999,WBO001,0.27666666666666667,LOW,34.81644444444444,2025-06-26 22:24:17.996559
2,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,9.699999999999989,0.0350257542310522,64688.4,824.4999999999991,WBO003,0.2833333333333333,LOW,32.464999999999996,2025-06-26 23:24:17.996559
1,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,9.699999999999989,0.0332631578947368,67545.0,872.999999999999,WBO002,0.3,MEDIUM,33.24999999999999,2025-06-27 00:24:17.996559
1,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,9.700000000000044,0.0232811436351259,50239.8,902.1000000000042,WBO002,0.31,MEDIUM,33.78699999999999,2025-06-27 01:24:17.996559
0,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,9.699999999999989,0.0120507399577167,43137.6,931.1999999999988,WBO001,0.32,MEDIUM,42.88533333333333,2025-06-27 02:24:17.996559
2,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,9.699999999999989,0.0102577319587628,38606.0,950.5999999999988,WBO003,0.32666666666666666,MEDIUM,43.54222222222222,2025-06-27 03:24:17.996559
0,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,9.800000000000011,0.039288256227758,77556.0,1009.4000000000012,WBO001,0.3433333333333333,MEDIUM,30.75388888888889,2025-06-27 04:24:17.996559
1,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,9.899999999999975,0.0273291925465838,57380.4,1039.4999999999975,WBO002,0.35,MEDIUM,31.395,2025-06-27 05:24:17.996559
0,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,9.799999999999956,0.0175563463819691,49905.600000000006,1058.399999999995,WBO001,0.36,MEDIUM,35.968,2025-06-27 06:24:17.996559
0,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,9.799999999999956,0.0161904761904761,45696.0,1077.999999999995,WBO001,0.36666666666666664,MEDIUM,35.46666666666667,2025-06-27 07:24:17.996559
1,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,9.799999999999956,0.0375089477451682,73202.8,1097.599999999995,WBO002,0.37333333333333335,MEDIUM,29.18177777777778,2025-06-27 08:24:17.996559
1,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,9.800000000000011,0.018973074514715,48389.1,1127.0000000000014,WBO002,0.38333333333333336,MEDIUM,32.827222222222225,2025-06-27 09:24:17.996559
0,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,9.800000000000011,0.0279591836734693,60417.0,1156.4000000000017,WBO001,0.3933333333333333,MEDIUM,29.726666666666667,2025-06-27 10:24:17.996559
1,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,9.800000000000011,0.018379330593071,53303.9,1176.0000000000014,WBO002,0.4,MEDIUM,34.059999999999995,2025-06-27 11:24:17.996559
0,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,9.800000000000011,0.0327809798270893,63154.0,1205.4000000000017,WBO001,0.41,MEDIUM,27.297333333333334,2025-06-27 12:24:17.996559
0,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,9.899999999999975,0.0136338028169014,42955.0,1237.4999999999973,WBO001,0.4166666666666667,MEDIUM,34.513888888888886,2025-06-27 13:24:17.996559
0,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,9.899999999999975,0.0283276450511945,60797.5,1257.299999999997,WBO001,0.42333333333333334,MEDIUM,28.160555555555554,2025-06-27 14:24:17.996559
1,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,9.899999999999975,0.0238965952080706,60109.4,1277.0999999999972,WBO002,0.43,MEDIUM,30.134,2025-06-27 15:24:17.996559
1,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,9.800000000000011,0.0174328358208955,48910.0,1293.6000000000015,WBO002,0.44,MEDIUM,31.26666666666667,2025-06-27 16:24:17.996559
1,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,9.800000000000011,0.030204081632653,65268.0,1323.0000000000016,WBO002,0.45,MEDIUM,26.950000000000003,2025-06-27 17:24:17.996559
0,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,9.800000000000011,0.0273527420446851,59670.8,1352.4000000000017,WBO001,0.46,MEDIUM,26.586000000000006,2025-06-27 18:24:17.996559
0,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,9.800000000000011,0.0441389290882778,84302.0,1372.0000000000016,WBO001,0.4666666666666667,MEDIUM,24.56888888888889,2025-06-27 19:24:17.996559
1,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,9.799999999999956,0.0185669781931464,47829.0,1391.5999999999935,WBO002,0.47333333333333333,MEDIUM,28.176666666666666,2025-06-27 20:24:17.996559
0,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,9.799999999999956,0.0200243457090687,54054.7,1420.9999999999934,WBO001,0.48333333333333334,MEDIUM,28.296111111111106,2025-06-27 21:24:17.996559
0,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,9.800000000000011,0.0405851462865716,72115.3,1440.6000000000015,WBO001,0.49,MEDIUM,22.661,2025-06-27 22:24:17.996559
0,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,9.800000000000011,0.027828947368421,64295.99999999999,1460.2000000000016,WBO001,0.49666666666666665,MEDIUM,25.502222222222226,2025-06-27 23:24:17.996559
1,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,9.800000000000011,0.0126182965299684,45648.0,1479.8000000000018,WBO002,0.5033333333333333,MEDIUM,31.48866666666667,2025-06-28 00:24:17.996559
2,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,9.899999999999975,0.032034632034632,61538.4,1524.5999999999965,WBO003,0.5133333333333333,MEDIUM,22.484,2025-06-28 01:24:17.996559
0,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,9.899999999999975,0.015363283416528,49943.1,1574.0999999999965,WBO001,0.53,MEDIUM,28.247,2025-06-28 02:24:17.996559
0,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,9.900000000000034,0.0373068432671081,68901.3,1593.9000000000055,WBO001,0.5366666666666666,MEDIUM,20.989,2025-06-28 03:24:17.996559
1,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,9.900000000000034,0.028909952606635,63067.9,1613.7000000000055,WBO002,0.5433333333333333,MEDIUM,22.483222222222224,2025-06-28 04:24:17.996559
0,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,9.900000000000034,0.0404239212717638,70541.4,1643.4000000000055,WBO001,0.5533333333333333,MEDIUM,19.668222222222223,2025-06-28 05:24:17.996559
0,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,9.899999999999975,0.0284927735719201,60154.2,1663.1999999999962,WBO001,0.56,MEDIUM,21.310666666666663,2025-06-28 06:24:17.996559
0,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,9.900000000000034,0.0317829457364341,63996.9,1683.000000000006,WBO001,0.5666666666666667,MEDIUM,20.496666666666666,2025-06-28 07:24:17.996559
0,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,9.900000000000034,0.0239417989417989,54734.4,1702.800000000006,WBO001,0.5733333333333334,MEDIUM,21.503999999999998,2025-06-28 08:24:17.996559
0,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,9.900000000000034,0.0236960721184803,57150.4,1722.6000000000058,WBO001,0.58,MEDIUM,21.742000000000004,2025-06-28 09:24:17.996559
1,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,9.900000000000034,0.0254889178617992,59979.4,1742.400000000006,WBO002,0.5866666666666667,MEDIUM,21.13511111111111,2025-06-28 10:24:17.996559
2,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,9.900000000000034,0.0264005151320025,63673.0,1772.100000000006,WBO003,0.5966666666666667,MEDIUM,20.879222222222225,2025-06-28 11:24:17.996559
0,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,9.800000000000011,0.0367603550295858,67194.40000000001,1803.200000000002,WBO001,0.6133333333333333,MEDIUM,17.42577777777778,2025-06-28 12:24:17.996559
1,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,9.900000000000034,0.0456968773800457,78780.0,1841.4000000000065,WBO002,0.62,MEDIUM,16.631333333333334,2025-06-28 13:24:17.996559
0,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,9.899999999999975,0.0226114649681528,55735.0,1871.099999999996,WBO001,0.63,MEDIUM,19.363333333333333,2025-06-28 14:24:17.996559
0,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,9.799999999999956,0.0185450208706022,52154.7,1871.7999999999915,WBO001,0.6366666666666667,MEDIUM,20.310333333333332,2025-06-28 15:24:17.996559
0,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,9.899999999999975,0.0196629213483146,50463.0,1910.699999999996,WBO001,0.6433333333333333,MEDIUM,19.046000000000003,2025-06-28 16:24:17.996559
0,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,9.899999999999975,0.0423021582733812,81732.0,1930.4999999999957,WBO001,0.65,MEDIUM,0.0,2025-06-28 17:24:17.996559
0,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,9.900000000000034,0.0233160621761658,55584.0,1950.3000000000068,WBO001,0.6566666666666666,MEDIUM,17.670222222222225,2025-06-28 18:24:17.996559
0,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,10.0,0.018342151675485,53071.2,1990.0,WBO001,0.6633333333333333,MEDIUM,19.089,2025-06-28 19:24:17.996559
1,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,9.900000000000034,0.0167848699763593,48052.8,1989.900000000007,WBO002,0.67,MEDIUM,18.611999999999995,2025-06-28 20:24:17.996559
1,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,10.0,0.0248850952068286,57721.7,2040.0,WBO002,0.68,MEDIUM,16.24533333333333,2025-06-28 21:24:17.996559
0,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,9.899999999999975,0.0067543859649122,35112.0,2049.299999999995,WBO001,0.69,MEDIUM,23.560000000000002,2025-06-28 22:24:17.996559
1,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,9.900000000000034,0.0317171717171717,69943.5,2069.100000000007,WBO002,0.6966666666666667,MEDIUM,15.015,2025-06-28 23:24:17.996559
2,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,9.800000000000011,0.0238598810310641,54619.3,2077.600000000002,WBO003,0.7066666666666667,HIGH,14.793777777777779,2025-06-29 00:24:17.996559
2,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,9.900000000000034,0.0161790017211703,49152.6,0.0,WBO003,0.0,LOW,58.099999999999994,2025-06-29 01:24:17.996559
0,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,9.800000000000011,0.0320388349514563,66620.40000000001,49.00000000000006,WBO001,0.016666666666666666,LOW,47.26555555555556,2025-06-29 02:24:17.996559
0,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,9.800000000000011,0.0319425444596443,68275.40000000001,68.60000000000008,WBO001,0.023333333333333334,LOW,47.596222222222224,2025-06-29 03:24:17.996559
2,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,9.900000000000034,0.03453787352328,71518.3,89.1000000000003,WBO003,0.03,LOW,46.52766666666667,2025-06-29 04:24:17.996559
0,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,9.800000000000011,0.0232086239695624,57718.2,137.20000000000016,WBO001,0.04666666666666667,LOW,50.11355555555556,2025-06-29 05:24:17.996559
0,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,9.799999999999956,0.0348610067618332,61758.4,156.79999999999927,WBO001,0.05333333333333334,LOW,42.00044444444444,2025-06-29 06:24:17.996559
