Type,Bond_Head_Temperature,Heater_Block_Temperature,Bonding_Speed,Bonding_Force,Capillary_Wear,Wirebond_Failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Force_Speed_Ratio,Stress_Index,Wear_Temp_Interaction
0,300.2,309.5,1356,51.1,133,0,0,0,0,0,0,9.300000000000011,0.037684365781710916,69291.6,1236.9000000000015
0,300.2,309.5,1436,48.8,135,0,0,0,0,0,0,9.300000000000011,0.03398328690807799,70076.8,1255.5000000000016
1,300.3,309.6,1419,42.5,137,0,0,0,0,0,0,9.300000000000011,0.029950669485553208,60307.5,1274.1000000000015
0,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,9.300000000000011,0.023917137476459512,60693.3,1302.0000000000016
1,300.3,309.5,1320,62.2,142,0,0,0,0,0,0,9.199999999999989,0.047121212121212126,82104.0,1306.3999999999983
1,300.3,309.5,1448,42.4,145,0,0,0,0,0,0,9.199999999999989,0.029281767955801105,61395.2,1333.9999999999984
0,300.3,309.4,1470,33.5,148,0,0,0,0,0,0,9.099999999999966,0.022789115646258504,49245.0,1346.799999999995
1,300.3,309.4,1612,33.1,150,0,0,0,0,0,0,9.099999999999966,0.020533498759305213,53357.200000000004,1364.999999999995
0,300.4,309.4,1412,51.6,153,0,0,0,0,0,0,9.0,0.03654390934844193,72859.2,1377.0
1,300.4,309.4,1875,23.9,155,0,0,0,0,0,0,9.0,0.012746666666666667,44812.5,1395.0
0,300.3,309.3,1612,36.0,158,0,0,0,0,0,0,9.0,0.022332506203473945,58032.0,1422.0
1,300.4,309.3,1411,41.6,160,0,0,0,0,0,0,8.900000000000034,0.029482636428065204,58697.6,1424.0000000000055
1,300.3,309.2,1490,47.9,163,0,0,0,0,0,0,8.899999999999977,0.03214765100671141,71371.0,1450.6999999999962
1,300.4,309.3,1467,40.3,166,0,0,0,0,0,0,8.900000000000034,0.027471029311520106,59120.1,1477.4000000000055
0,300.3,309.2,1807,26.4,169,0,0,0,0,0,0,8.899999999999977,0.014609850581073601,47704.799999999996,1504.0999999999963
0,300.3,309.1,1368,46.0,171,0,0,0,0,0,0,8.800000000000011,0.033625730994152045,62928.0,1504.800000000002
0,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,8.899999999999977,0.020356234096692113,50304.0,1539.6999999999962
1,300.3,309.1,1458,44.3,175,0,0,0,0,0,0,8.800000000000011,0.030384087791495196,64589.399999999994,1540.000000000002
0,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,8.800000000000011,0.01783402001177163,51479.700000000004,1566.400000000002
0,300.3,309.3,1478,39.5,180,0,0,0,0,0,0,9.0,0.02672530446549391,58381.0,1620.0
1,300.4,309.4,1362,42.1,182,0,0,0,0,0,0,9.0,0.03091042584434655,57340.200000000004,1638.0
2,300.4,309.4,1487,38.9,185,0,0,0,0,0,0,9.0,0.026160053799596503,57844.299999999996,1665.0
0,300.3,309.4,1705,29.4,190,0,0,0,0,0,0,9.099999999999966,0.01724340175953079,50127.0,1728.9999999999936
0,300.3,309.3,1345,53.5,192,0,0,0,0,0,0,9.0,0.03977695167286245,71957.5,1728.0
0,300.3,309.2,1532,40.2,194,0,0,0,0,0,0,8.899999999999977,0.026240208877284597,61586.4,1726.5999999999956
0,300.3,309.2,1650,35.2,196,0,0,0,0,0,0,8.899999999999977,0.021333333333333336,58080.00000000001,1744.3999999999955
0,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,8.899999999999977,0.03891273247496423,76051.2,1762.1999999999955
0,300.3,309.2,1412,44.8,200,0,0,0,0,0,0,8.899999999999977,0.03172804532577903,63257.6,1779.9999999999955
0,300.4,309.3,1525,39.6,202,0,0,0,0,0,0,8.900000000000034,0.025967213114754098,60390.0,1797.800000000007
1,300.3,309.3,1391,57.9,204,0,0,0,0,0,0,9.0,0.041624730409777135,80538.9,1836.0
0,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,8.900000000000034,0.015968289920724802,49801.2,1842.300000000007
0,300.4,309.3,1671,35.0,209,0,0,0,0,0,0,8.900000000000034,0.020945541591861162,58485.0,1860.1000000000072
0,300.5,309.3,1373,48.8,211,0,0,0,0,0,0,8.800000000000011,0.03554260742898761,67002.4,1856.8000000000025
1,300.5,309.4,1347,50.1,213,0,0,0,0,0,0,8.899999999999977,0.03719376391982183,67484.7,1895.6999999999953
1,300.5,309.3,1539,39.1,216,0,0,0,0,0,0,8.800000000000011,0.025406107862248214,60174.9,1900.8000000000025
0,300.5,309.3,1470,40.8,219,0,0,0,0,0,0,8.800000000000011,0.027755102040816326,59975.99999999999,1927.2000000000025
0,300.5,309.3,1528,37.0,221,0,0,0,0,0,0,8.800000000000011,0.024214659685863876,56536.0,1944.8000000000025
2,300.5,309.3,1471,45.2,223,0,0,0,0,0,0,8.800000000000011,0.030727396329027875,66489.2,1962.4000000000026
1,300.4,309.2,1528,37.2,228,0,0,0,0,0,0,8.800000000000011,0.024345549738219896,56841.600000000006,2006.4000000000026
0,300.5,309.3,1417,51.5,231,1,0,0,0,1,0,8.800000000000011,0.03634438955539873,72975.5,2032.8000000000027
0,300.6,309.4,1549,43.4,233,0,0,0,0,0,0,8.799999999999955,0.02801807617817947,67226.59999999999,2050.3999999999896
2,300.6,309.4,1463,49.2,235,0,0,0,0,0,0,8.799999999999955,0.033629528366370474,71979.6,2067.999999999989
0,300.7,309.5,1479,43.6,240,0,0,0,0,0,0,8.800000000000011,0.029479377958079783,64484.4,2112.0000000000027
0,300.6,309.5,1867,23.0,242,0,0,0,0,0,0,8.899999999999977,0.012319228709159078,42941.0,2153.7999999999947
0,300.6,309.4,1471,44.1,244,0,0,0,0,0,0,8.799999999999955,0.029979605710401088,64871.1,2147.199999999989
2,300.6,309.4,1380,47.6,246,1,1,0,0,0,0,8.799999999999955,0.034492753623188405,65688.0,2164.799999999989
2,300.7,309.7,1623,32.7,0,0,0,0,0,0,0,9.0,0.02014787430683919,53072.100000000006,0.0
0,300.8,309.7,1997,20.7,5,0,0,0,0,0,0,8.899999999999977,0.010365548322483726,41337.9,44.499999999999886
2,300.7,309.6,1390,48.5,7,0,0,0,0,0,0,8.900000000000034,0.034892086330935254,67415.0,62.30000000000024
0,300.8,309.7,1418,46.6,12,0,0,0,0,0,0,8.899999999999977,0.03286318758815233,66078.8,106.79999999999973
0,300.8,309.7,1519,35.8,14,0,0,0,0,0,0,8.899999999999977,0.02356813693219223,54380.2,124.59999999999968
1,300.8,309.7,1519,39.7,16,0,0,0,0,0,0,8.899999999999977,0.026135615536537198,60304.3,142.39999999999964
1,300.7,309.6,1536,37.2,19,0,0,0,0,0,0,8.900000000000034,0.02421875,57139.200000000004,169.10000000000065
0,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,8.800000000000011,0.017083333333333332,48216.0,193.60000000000025
2,300.6,309.4,1555,37.9,24,0,0,0,0,0,0,8.799999999999955,0.02437299035369775,58934.5,211.1999999999989
0,300.6,309.5,1471,49.6,29,0,0,0,0,0,0,8.899999999999977,0.03371855880353501,72961.6,258.09999999999934
1,300.5,309.4,1877,23.8,31,0,0,0,0,0,0,8.899999999999977,0.01267980820458178,44672.6,275.8999999999993
1,300.5,309.3,1578,30.5,34,0,0,0,0,0,0,8.800000000000011,0.019328263624841573,48129.0,299.2000000000004
1,300.5,309.4,1655,32.1,37,0,0,0,0,0,0,8.899999999999977,0.019395770392749246,53125.5,329.29999999999916
2,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,8.899999999999977,0.02283621837549933,51518.6,355.9999999999991
1,300.6,309.4,1367,63.2,45,1,0,0,1,0,0,8.799999999999955,0.04623262618873446,86394.40000000001,395.99999999999795
0,300.7,309.5,1541,37.2,48,0,0,0,0,0,0,8.800000000000011,0.024140168721609345,57325.200000000004,422.40000000000055
1,300.6,309.6,1588,37.0,50,0,0,0,0,0,0,9.0,0.023299748110831235,58756.0,450.0
0,300.6,309.6,1684,32.8,53,0,0,0,0,0,0,9.0,0.019477434679334917,55235.2,477.0
0,300.6,309.5,1437,40.0,55,0,0,0,0,0,0,8.899999999999977,0.027835768963117607,57480.0,489.49999999999875
0,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,9.0,0.030092264017033354,59741.6,513.0
1,300.5,309.5,1320,49.9,59,0,0,0,0,0,0,9.0,0.037803030303030304,65868.0,531.0
2,300.5,309.5,1635,34.2,62,0,0,0,0,0,0,9.0,0.02091743119266055,55917.00000000001,558.0
1,300.5,309.5,1691,27.6,67,0,0,0,0,0,0,9.0,0.016321703134240095,46671.600000000006,603.0
1,300.6,309.6,1365,50.0,70,0,0,0,0,0,0,9.0,0.03663003663003663,68250.0,630.0
1,300.7,309.7,1523,38.2,73,0,0,0,0,0,0,9.0,0.025082074852265268,58178.600000000006,657.0
0,300.6,309.7,1593,32.4,76,0,0,0,0,0,0,9.099999999999966,0.020338983050847456,51613.2,691.5999999999974
0,300.6,309.6,1682,30.7,78,0,0,0,0,0,0,9.0,0.018252080856123662,51637.4,702.0
0,300.7,309.6,1329,54.3,80,0,0,0,0,0,0,8.900000000000034,0.040857787810383746,72164.7,712.0000000000027
1,300.7,309.6,1568,35.2,82,0,0,0,0,0,0,8.900000000000034,0.022448979591836737,55193.600000000006,729.8000000000028
0,300.7,309.6,1733,24.8,85,0,0,0,0,0,0,8.900000000000034,0.014310444316214657,42978.4,756.500000000003
1,300.7,309.6,1473,48.1,87,0,0,0,0,0,0,8.900000000000034,0.032654446707399865,70851.3,774.3000000000029
1,300.7,309.5,1633,31.3,90,0,0,0,0,0,0,8.800000000000011,0.019167176974892834,51112.9,792.000000000001
1,300.6,309.5,1530,40.2,93,0,0,0,0,0,0,8.899999999999977,0.02627450980392157,61506.00000000001,827.6999999999979
1,300.6,309.5,1550,40.2,96,0,0,0,0,0,0,8.899999999999977,0.025935483870967745,62310.00000000001,854.3999999999978
0,300.6,309.4,1410,40.6,99,0,0,0,0,0,0,8.799999999999955,0.028794326241134753,57246.0,871.1999999999955
0,300.5,309.3,1574,33.5,101,0,0,0,0,0,0,8.800000000000011,0.021283354510800507,52729.0,888.8000000000011
0,300.6,309.4,1425,40.3,103,0,0,0,0,0,0,8.799999999999955,0.028280701754385962,57427.49999999999,906.3999999999953
1,300.6,309.4,1541,35.2,105,0,0,0,0,0,0,8.799999999999955,0.02284231018818949,54243.200000000004,923.9999999999952
1,300.7,309.5,1733,26.7,108,0,0,0,0,0,0,8.800000000000011,0.015406809001731102,46271.1,950.4000000000012
0,300.6,309.4,2496,13.5,111,0,0,0,0,0,0,8.799999999999955,0.005408653846153846,33696.0,976.799999999995
0,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,8.799999999999955,0.02345360824742268,56492.799999999996,994.3999999999949
0,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,8.699999999999989,0.02746628814762243,54528.3,1000.4999999999986
1,300.6,309.4,1581,35.7,117,0,0,0,0,0,0,8.799999999999955,0.022580645161290325,56441.700000000004,1029.5999999999947
0,300.7,309.5,1251,59.9,120,0,0,0,0,0,0,8.800000000000011,0.04788169464428457,74934.9,1056.0000000000014
0,300.7,309.6,1500,44.1,122,0,0,0,0,0,0,8.900000000000034,0.029400000000000003,66150.0,1085.8000000000043
0,300.6,309.5,1576,38.8,124,0,0,0,0,0,0,8.899999999999977,0.024619289340101522,61148.799999999996,1103.5999999999972
1,300.7,309.5,1352,44.0,126,0,0,0,0,0,0,8.800000000000011,0.03254437869822485,59488.0,1108.8000000000015
0,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,8.900000000000034,0.018242022877784467,50328.3,1148.1000000000045
0,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,8.900000000000034,0.02245295262816353,53318.600000000006,1165.9000000000044
2,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,9.0,0.010858050847457628,38704.0,1197.0
0,300.5,309.5,1255,62.1,138,0,0,0,0,0,0,9.0,0.04948207171314741,77935.5,1242.0
0,300.6,309.6,1411,41.6,140,0,0,0,0,0,0,9.0,0.029482636428065204,58697.6,1260.0
0,300.6,309.5,1516,39.0,142,0,0,0,0,0,0,8.899999999999977,0.025725593667546173,59124.0,1263.7999999999968
1,300.6,309.5,1492,34.0,144,0,0,0,0,0,0,8.899999999999977,0.022788203753351208,50728.0,1281.5999999999967
0,300.6,309.6,1726,30.0,147,0,0,0,0,0,0,9.0,0.01738122827346466,51780.0,1323.0
0,300.7,309.7,1598,33.7,149,0,0,0,0,0,0,9.0,0.021088861076345434,53852.600000000006,1341.0
0,300.8,309.8,1657,31.1,151,0,0,0,0,0,0,9.0,0.018768859384429692,51532.700000000004,1359.0
0,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,8.899999999999977,0.02572586090479406,56426.1,1361.6999999999966
1,300.7,309.7,1397,51.3,155,0,0,0,0,0,0,9.0,0.03672154617036506,71666.09999999999,1395.0
0,300.8,309.7,1461,44.3,158,0,0,0,0,0,0,8.899999999999977,0.03032169746748802,64722.299999999996,1406.1999999999964
1,300.7,309.6,1388,51.1,160,0,0,0,0,0,0,8.900000000000034,0.03681556195965418,70926.8,1424.0000000000055
0,300.7,309.7,1507,52.4,163,0,0,0,0,0,0,9.0,0.03477106834771068,78966.8,1467.0
1,300.7,309.6,1421,49.8,165,0,0,0,0,0,0,8.900000000000034,0.03504574243490499,70765.8,1468.5000000000057
1,300.8,309.7,1258,54.9,168,0,0,0,0,0,0,8.899999999999977,0.04364069952305246,69064.2,1495.1999999999962
1,300.8,309.7,1482,39.0,171,0,0,0,0,0,0,8.899999999999977,0.02631578947368421,57798.0,1521.899999999996
2,300.7,309.6,1403,51.3,174,0,0,0,0,0,0,8.900000000000034,0.036564504632929436,71973.9,1548.6000000000058
0,300.8,309.7,1373,45.4,179,0,0,0,0,0,0,8.899999999999977,0.03306627822286963,62334.2,1593.0999999999958
0,300.9,309.7,1460,42.1,181,0,0,0,0,0,0,8.800000000000011,0.028835616438356165,61466.0,1592.800000000002
1,300.8,309.7,1751,27.9,183,0,0,0,0,0,0,8.899999999999977,0.01593375214163335,48852.899999999994,1628.6999999999957
1,300.8,309.6,1546,42.3,186,0,0,0,0,0,0,8.800000000000011,0.027360931435963777,65395.799999999996,1636.800000000002
1,300.8,309.7,1680,28.2,189,0,0,0,0,0,0,8.899999999999977,0.016785714285714286,47376.0,1682.0999999999958
1,300.9,309.7,1394,48.8,192,0,0,0,0,0,0,8.800000000000011,0.03500717360114777,68027.2,1689.6000000000022
0,300.7,309.6,1810,26.0,195,0,0,0,0,0,0,8.900000000000034,0.014364640883977901,47060.0,1735.5000000000066
0,300.7,309.5,1479,34.5,197,0,0,0,0,0,0,8.800000000000011,0.02332657200811359,51025.5,1733.6000000000022
0,300.9,309.7,1431,41.4,199,0,0,0,0,0,0,8.800000000000011,0.028930817610062894,59243.4,1751.2000000000023
0,300.9,309.7,2355,14.4,201,0,0,0,0,0,0,8.800000000000011,0.006114649681528662,33912.0,1768.8000000000022
1,300.7,309.6,1996,19.8,203,1,1,0,0,0,0,8.900000000000034,0.009919839679358718,39520.8,1806.7000000000069
0,300.7,309.5,1461,49.9,0,0,0,0,0,0,0,8.800000000000011,0.034154688569472964,72903.9,0.0
2,300.7,309.5,2007,19.7,2,0,0,0,0,0,0,8.800000000000011,0.00981564524165421,39537.9,17.600000000000023
0,300.7,309.6,1505,34.9,7,0,0,0,0,0,0,8.900000000000034,0.023189368770764118,52524.5,62.30000000000024
2,300.7,309.6,1925,20.5,9,0,0,0,0,0,0,8.900000000000034,0.01064935064935065,39462.5,80.1000000000003
1,300.7,309.5,1622,30.5,14,0,0,0,0,0,0,8.800000000000011,0.0188039457459926,49471.0,123.20000000000016
0,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,8.800000000000011,0.01821608040201005,46168.0,149.6000000000002
0,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,8.800000000000011,0.013243243243243243,45325.0,167.20000000000022
1,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,8.800000000000011,0.033129251700680276,71589.0,184.80000000000024
1,300.7,309.5,1445,46.4,24,0,0,0,0,0,0,8.800000000000011,0.03211072664359862,67048.0,211.20000000000027
0,300.7,309.5,1685,31.1,27,0,0,0,0,0,0,8.800000000000011,0.018456973293768546,52403.5,237.6000000000003
2,300.7,309.5,1667,30.5,29,0,0,0,0,0,0,8.800000000000011,0.01829634073185363,50843.5,255.20000000000033
0,300.7,309.5,1578,35.4,34,0,0,0,0,0,0,8.800000000000011,0.022433460076045627,55861.2,299.2000000000004
2,300.6,309.4,1691,28.0,36,0,0,0,0,0,0,8.799999999999955,0.01655824955647546,47348.0,316.79999999999836
1,300.7,309.5,1439,43.8,41,0,0,0,0,0,0,8.800000000000011,0.030437804030576786,63028.2,360.80000000000047
1,300.8,309.6,1404,38.7,44,0,0,0,0,0,0,8.800000000000011,0.027564102564102567,54334.8,387.2000000000005
0,300.8,309.6,1498,45.8,47,0,0,0,0,0,0,8.800000000000011,0.030574098798397863,68608.4,413.60000000000053
1,300.8,309.5,1481,44.5,49,0,0,0,0,0,0,8.699999999999989,0.030047265361242404,65904.5,426.29999999999944
1,300.7,309.4,1589,35.0,52,0,0,0,0,0,0,8.699999999999989,0.022026431718061675,55615.0,452.3999999999994
0,300.7,309.5,1467,44.3,55,0,0,0,0,0,0,8.800000000000011,0.030197682344921605,64988.1,484.0000000000006
0,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,8.799999999999955,0.019830713422007252,54251.2,501.5999999999974
0,300.7,309.5,1508,39.9,59,0,0,0,0,0,0,8.800000000000011,0.026458885941644562,60169.2,519.2000000000007
1,300.7,309.6,1439,43.0,61,0,0,0,0,0,0,8.900000000000034,0.029881862404447533,61877.0,542.9000000000021
0,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,8.800000000000011,0.017907801418439718,51267.6,563.2000000000007
1,300.7,309.5,1838,24.9,66,0,0,0,0,0,0,8.800000000000011,0.013547334058759521,45766.2,580.8000000000008
0,300.6,309.3,1601,40.2,69,0,0,0,0,0,0,8.699999999999989,0.025109306683322924,64360.200000000004,600.2999999999993
0,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,8.799999999999955,0.03769174579985391,70640.40000000001,624.7999999999968
1,300.6,309.4,1312,45.2,73,0,0,0,0,0,0,8.799999999999955,0.034451219512195125,59302.4,642.3999999999967
0,300.6,309.4,1468,44.1,76,0,0,0,0,0,0,8.799999999999955,0.030040871934604904,64738.8,668.7999999999965
1,300.6,309.4,1452,39.4,78,0,0,0,0,0,0,8.799999999999955,0.027134986225895316,57208.799999999996,686.3999999999965
1,300.7,309.5,1393,43.9,81,0,0,0,0,0,0,8.800000000000011,0.031514716439339556,61152.7,712.8000000000009
1,300.6,309.4,1432,44.2,84,0,0,0,0,0,0,8.799999999999955,0.0308659217877095,63294.4,739.1999999999962
1,300.6,309.3,1510,46.0,87,0,0,0,0,0,0,8.699999999999989,0.030463576158940398,69460.0,756.899999999999
1,300.6,309.4,1521,37.2,90,0,0,0,0,0,0,8.799999999999955,0.024457593688362922,56581.200000000004,791.9999999999959
2,300.5,309.4,1360,46.2,93,0,0,0,0,0,0,8.899999999999977,0.03397058823529412,62832.00000000001,827.6999999999979
1,300.5,309.3,1881,25.5,98,0,0,0,0,0,0,8.800000000000011,0.013556618819776715,47965.5,862.4000000000011
0,300.4,309.3,1413,50.3,101,0,0,0,0,0,0,8.900000000000034,0.03559801840056617,71073.9,898.9000000000035
2,300.5,309.4,1642,36.2,103,0,0,0,0,0,0,8.899999999999977,0.022046285018270405,59440.4,916.6999999999977
0,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,9.0,0.02496757457846952,59367.0,972.0
0,300.4,309.5,1447,39.3,110,0,0,0,0,0,0,9.100000000000023,0.0271596406357982,56867.1,1001.0000000000025
2,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,9.0,0.026405228758169932,61812.0,1008.0
0,300.5,309.5,1795,27.7,117,0,0,0,0,0,0,9.0,0.01543175487465181,49721.5,1053.0
0,300.6,309.6,1290,57.4,119,0,0,0,0,0,0,9.0,0.04449612403100775,74046.0,1071.0
0,300.6,309.7,1639,30.4,121,0,0,0,0,0,0,9.099999999999966,0.01854789505796217,49825.6,1101.0999999999958
0,300.7,309.8,1596,31.5,123,0,0,0,0,0,0,9.100000000000023,0.019736842105263157,50274.0,1119.300000000003
0,300.6,309.8,1455,48.0,125,0,0,0,0,0,0,9.199999999999989,0.032989690721649485,69840.0,1149.9999999999986
1,300.6,309.8,1659,28.9,127,0,0,0,0,0,0,9.199999999999989,0.017420132610006026,47945.1,1168.3999999999985
1,300.6,309.8,1532,42.5,130,0,0,0,0,0,0,9.199999999999989,0.027741514360313316,65110.0,1195.9999999999986
0,300.6,309.8,1502,42.4,133,0,0,0,0,0,0,9.199999999999989,0.028229027962716376,63684.799999999996,1223.5999999999985
0,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,9.199999999999989,0.01694312796208531,48276.8,1241.9999999999984
1,300.5,309.7,1341,50.9,137,0,0,0,0,0,0,9.199999999999989,0.03795674869500373,68256.9,1260.3999999999985
1,300.5,309.7,1685,29.4,140,0,0,0,0,0,0,9.199999999999989,0.01744807121661721,49539.0,1287.9999999999984
1,300.5,309.8,1370,55.9,143,0,0,0,0,0,0,9.300000000000011,0.0408029197080292,76583.0,1329.9000000000017
0,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,9.300000000000011,0.03593429158110883,76702.5,1357.8000000000015
0,300.5,309.8,1550,37.4,148,0,0,0,0,0,0,9.300000000000011,0.024129032258064516,57970.0,1376.4000000000017
1,300.5,309.8,1508,37.8,150,0,0,0,0,0,0,9.300000000000011,0.02506631299734748,57002.399999999994,1395.0000000000018
0,300.5,309.8,1345,62.7,153,0,0,0,0,0,0,9.300000000000011,0.04661710037174721,84331.5,1422.9000000000017
0,300.5,309.7,1616,34.5,155,0,0,0,0,0,0,9.199999999999989,0.0213490099009901,55752.0,1425.9999999999982
0,300.5,309.7,1395,61.0,157,0,0,0,0,0,0,9.199999999999989,0.04372759856630824,85095.0,1444.3999999999983
2,300.5,309.8,1324,72.8,159,1,0,0,1,0,0,9.300000000000011,0.05498489425981873,96387.2,1478.7000000000019
0,300.5,309.8,1445,43.9,164,0,0,0,0,0,0,9.300000000000011,0.030380622837370242,63435.5,1525.2000000000019
1,300.5,309.8,1555,38.9,166,0,0,0,0,0,0,9.300000000000011,0.025016077170418007,60489.5,1543.800000000002
1,300.6,309.9,1449,42.4,169,0,0,0,0,0,0,9.299999999999955,0.029261559696342303,61437.6,1571.6999999999923
1,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,9.399999999999977,0.03628922237380628,77991.2,1616.799999999996
0,300.5,309.9,1503,37.4,175,0,0,0,0,0,0,9.399999999999977,0.02488356620093147,56212.2,1644.999999999996
0,300.4,309.7,1488,35.7,177,0,0,0,0,0,0,9.300000000000011,0.02399193548387097,53121.600000000006,1646.100000000002
0,300.4,309.7,1314,50.2,179,0,0,0,0,0,0,9.300000000000011,0.03820395738203958,65962.8,1664.700000000002
1,300.4,309.7,1547,38.0,181,0,0,0,0,0,0,9.300000000000011,0.02456367162249515,58786.0,1683.300000000002
1,300.4,309.7,1466,39.8,184,0,0,0,0,0,0,9.300000000000011,0.027148703956343792,58346.799999999996,1711.200000000002
0,300.3,309.6,1537,37.1,187,0,0,0,0,0,0,9.300000000000011,0.02413793103448276,57022.700000000004,1739.1000000000022
1,300.2,309.5,1434,51.5,189,0,0,0,0,0,0,9.300000000000011,0.035913528591352856,73851.0,1757.700000000002
0,300.4,309.6,1432,44.7,192,0,0,0,0,0,0,9.200000000000045,0.031215083798882683,64010.4,1766.4000000000087
0,300.5,309.6,1390,48.4,194,0,0,0,0,0,0,9.100000000000023,0.03482014388489209,67276.0,1765.4000000000044
0,300.5,309.7,1580,42.8,196,0,0,0,0,0,0,9.199999999999989,0.027088607594936708,67624.0,1803.1999999999978
0,300.5,309.7,1589,30.5,198,0,0,0,0,0,0,9.199999999999989,0.01919446192573946,48464.5,1821.5999999999976
0,300.5,309.8,1441,48.8,200,0,0,0,0,0,0,9.300000000000011,0.03386537126995142,70320.8,1860.0000000000023
0,300.5,309.8,1305,51.7,202,0,0,0,0,0,0,9.300000000000011,0.039616858237547896,67468.5,1878.6000000000022
1,300.5,309.8,1566,35.9,204,0,0,0,0,0,0,9.300000000000011,0.022924648786717752,56219.399999999994,1897.2000000000023
0,300.5,309.8,1379,54.2,207,1,0,0,0,1,0,9.300000000000011,0.03930384336475707,74741.8,1925.1000000000024
0,300.4,309.6,1543,38.1,209,0,0,0,0,0,0,9.200000000000045,0.024692158133506156,58788.3,1922.8000000000095
0,300.5,309.8,1421,49.6,211,0,0,0,0,0,0,9.300000000000011,0.03490499648135116,70481.6,1962.3000000000025
0,300.5,309.6,1760,30.6,213,0,0,0,0,0,0,9.100000000000023,0.017386363636363637,53856.0,1938.3000000000047
0,300.4,309.5,1711,29.2,215,0,0,0,0,0,0,9.100000000000023,0.01706604324956166,49961.2,1956.500000000005
0,300.5,309.6,1465,41.6,217,0,0,0,0,0,0,9.100000000000023,0.02839590443686007,60944.0,1974.7000000000048
0,300.5,309.6,1366,50.2,219,0,0,0,0,0,0,9.100000000000023,0.036749633967789165,68573.2,1992.900000000005
1,300.4,309.5,1888,21.9,221,0,0,0,0,0,0,9.100000000000023,0.01159957627118644,41347.2,2011.100000000005
0,300.5,309.5,1777,23.6,0,0,0,0,0,0,0,9.0,0.013280810354530107,41937.200000000004,0.0
0,300.5,309.5,1379,55.6,2,0,0,0,0,0,0,9.0,0.04031907179115301,76672.40000000001,18.0
0,300.4,309.5,1525,51.3,4,0,0,0,0,0,0,9.100000000000023,0.03363934426229508,78232.5,36.40000000000009
1,300.4,309.6,1563,34.0,6,0,0,0,0,0,0,9.200000000000045,0.021753039027511197,53142.0,55.20000000000027
1,300.5,309.7,1389,43.3,9,0,0,0,0,0,0,9.199999999999989,0.031173506119510436,60143.7,82.7999999999999
1,300.6,309.8,1447,42.9,12,0,0,0,0,0,0,9.199999999999989,0.02964754664823773,62076.299999999996,110.39999999999986
1,300.6,309.7,1934,22.8,15,0,0,0,0,0,0,9.099999999999966,0.011789038262668045,44095.200000000004,136.4999999999995
2,300.6,309.7,1470,43.8,18,0,0,0,0,0,0,9.099999999999966,0.029795918367346935,64385.99999999999,163.7999999999994
1,300.6,309.7,1428,42.6,23,0,0,0,0,0,0,9.099999999999966,0.029831932773109245,60832.8,209.29999999999922
0,300.4,309.6,1319,48.1,26,0,0,0,0,0,0,9.200000000000045,0.03646702047005307,63443.9,239.20000000000118
0,300.5,309.7,1887,24.3,28,0,0,0,0,0,0,9.199999999999989,0.01287758346581876,45854.1,257.5999999999997
0,300.4,309.5,1349,50.4,30,0,0,0,0,0,0,9.100000000000023,0.03736100815418829,67989.59999999999,273.0000000000007
1,300.3,309.5,1665,31.4,32,0,0,0,0,0,0,9.199999999999989,0.018858858858858858,52281.0,294.39999999999964
0,300.3,309.5,1474,38.7,35,0,0,0,0,0,0,9.199999999999989,0.026255088195386706,57043.8,321.9999999999996
0,300.4,309.5,1543,38.9,37,0,0,0,0,0,0,9.100000000000023,0.025210628645495788,60022.7,336.70000000000084
1,300.2,309.4,1459,43.9,39,0,0,0,0,0,0,9.199999999999989,0.030089102124742972,64050.1,358.79999999999956
0,300.3,309.5,1551,37.9,42,0,0,0,0,0,0,9.199999999999989,0.024435847840103157,58782.899999999994,386.3999999999995
0,300.2,309.4,1981,21.4,44,0,0,0,0,0,0,9.199999999999989,0.010802624936900554,42393.399999999994,404.7999999999995
0,300.2,309.4,1526,35.3,46,0,0,0,0,0,0,9.199999999999989,0.02313237221494102,53867.799999999996,423.1999999999995
